ideTarifaMediaFornecimento,nomClasseConsumo,nomRegiao,vlrConsumoMWh,mesReferencia,anoReferencia,dthProcessamento,
1799,Totais por Região,Sudeste,462.62,12,2017,15/03/2018 00:00:00,
1800,Totais por Região,Sul,435.35,12,2017,15/03/2018 00:00:00,
1801,Comercial e  Serviços e Outras,Brasil,454.84,3,2018,29/06/2018 00:00:00,
1802,Comercial e  Serviços e Outras,Centro-Oeste,472.31,3,2018,29/06/2018 00:00:00,
1803,Comercial e  Serviços e Outras,Nordeste,446.15,3,2018,29/06/2018 00:00:00,
1804,Comercial e  Serviços e Outras,Norte,542.59,3,2018,29/06/2018 00:00:00,
1805,Comercial e  Serviços e Outras,Sudeste,449.27,3,2018,29/06/2018 00:00:00,
1806,Comercial e  Serviços e Outras,Sul,444.18,3,2018,29/06/2018 00:00:00,
1807,Consumo Próprio,Brasil,460.84,3,2018,29/06/2018 00:00:00,
1808,Consumo Próprio,Centro-Oeste,490.47,3,2018,29/06/2018 00:00:00,
1809,Consumo Próprio,Nordeste,448.81,3,2018,29/06/2018 00:00:00,
1810,Consumo Próprio,Norte,477.13,3,2018,29/06/2018 00:00:00,
1811,Consumo Próprio,Sudeste,462.40,3,2018,29/06/2018 00:00:00,
1812,Consumo Próprio,Sul,436.39,3,2018,29/06/2018 00:00:00,
1813,Iluminação Pública,Brasil,266.25,3,2018,29/06/2018 00:00:00,
1814,Iluminação Pública,Centro-Oeste,272.04,3,2018,29/06/2018 00:00:00,
1815,Iluminação Pública,Nordeste,264.62,3,2018,29/06/2018 00:00:00,
1816,Iluminação Pública,Norte,312.73,3,2018,29/06/2018 00:00:00,
1817,Iluminação Pública,Sudeste,264.54,3,2018,29/06/2018 00:00:00,
1818,Iluminação Pública,Sul,250.00,3,2018,29/06/2018 00:00:00,
1819,Industrial,Brasil,409.61,3,2018,29/06/2018 00:00:00,
1820,Industrial,Centro-Oeste,390.14,3,2018,29/06/2018 00:00:00,
1821,Industrial,Nordeste,385.55,3,2018,29/06/2018 00:00:00,
1822,Industrial,Norte,494.69,3,2018,29/06/2018 00:00:00,
1823,Industrial,Sudeste,412.86,3,2018,29/06/2018 00:00:00,
1824,Industrial,Sul,405.54,3,2018,29/06/2018 00:00:00,
1825,Poder Público,Brasil,467.66,3,2018,29/06/2018 00:00:00,
1826,Poder Público,Centro-Oeste,481.31,3,2018,29/06/2018 00:00:00,
1827,Poder Público,Nordeste,455.02,3,2018,29/06/2018 00:00:00,
1828,Poder Público,Norte,545.48,3,2018,29/06/2018 00:00:00,
1829,Poder Público,Sudeste,453.60,3,2018,29/06/2018 00:00:00,
1830,Poder Público,Sul,459.71,3,2018,29/06/2018 00:00:00,
1831,Residencial,Brasil,462.62,3,2018,29/06/2018 00:00:00,
1832,Residencial,Centro-Oeste,485.02,3,2018,29/06/2018 00:00:00,
1833,Residencial,Nordeste,442.90,3,2018,29/06/2018 00:00:00,
1834,Residencial,Norte,535.39,3,2018,29/06/2018 00:00:00,
1835,Residencial,Sudeste,463.02,3,2018,29/06/2018 00:00:00,
1836,Residencial,Sul,446.52,3,2018,29/06/2018 00:00:00,
1837,Rural,Brasil,330.77,3,2018,29/06/2018 00:00:00,
1838,Rural,Centro-Oeste,366.25,3,2018,29/06/2018 00:00:00,
1839,Rural,Nordeste,336.32,3,2018,29/06/2018 00:00:00,
1840,Rural,Norte,385.27,3,2018,29/06/2018 00:00:00,
1841,Rural,Sudeste,329.03,3,2018,29/06/2018 00:00:00,
1842,Rural,Sul,309.12,3,2018,29/06/2018 00:00:00,
1843,Rural Aquicultor,Brasil,226.65,3,2018,29/06/2018 00:00:00,
1844,Rural Aquicultor,Centro-Oeste,203.29,3,2018,29/06/2018 00:00:00,
1845,Rural Aquicultor,Nordeste,221.08,3,2018,29/06/2018 00:00:00,
1846,Rural Aquicultor,Norte,846.84,3,2018,29/06/2018 00:00:00,
1847,Rural Aquicultor,Sudeste,305.26,3,2018,29/06/2018 00:00:00,
1848,Rural Aquicultor,Sul,249.42,3,2018,29/06/2018 00:00:00,
1849,Rural Irrigante,Brasil,272.00,3,2018,29/06/2018 00:00:00,
1850,Rural Irrigante,Centro-Oeste,430.77,3,2018,29/06/2018 00:00:00,
1851,Rural Irrigante,Nordeste,223.97,3,2018,29/06/2018 00:00:00,
1852,Rural Irrigante,Norte,335.48,3,2018,29/06/2018 00:00:00,
1853,Rural Irrigante,Sudeste,326.71,3,2018,29/06/2018 00:00:00,
1854,Rural Irrigante,Sul,263.71,3,2018,29/06/2018 00:00:00,
1855,Serviço Público (água e  esgoto e saneamento),Brasil,349.17,3,2018,29/06/2018 00:00:00,
1856,Serviço Público (água e  esgoto e saneamento),Centro-Oeste,360.10,3,2018,29/06/2018 00:00:00,
1857,Serviço Público (água e  esgoto e saneamento),Nordeste,329.06,3,2018,29/06/2018 00:00:00,
1858,Serviço Público (água e  esgoto e saneamento),Norte,419.43,3,2018,29/06/2018 00:00:00,
1859,Serviço Público (água e  esgoto e saneamento),Sudeste,355.03,3,2018,29/06/2018 00:00:00,
1860,Serviço Público (água e  esgoto e saneamento),Sul,338.70,3,2018,29/06/2018 00:00:00,
1861,Serviço Público (tração elétrica),Brasil,374.47,3,2018,29/06/2018 00:00:00,
1862,Serviço Público (tração elétrica),Centro-Oeste,456.76,3,2018,29/06/2018 00:00:00,
1863,Serviço Público (tração elétrica),Nordeste,332.05,3,2018,29/06/2018 00:00:00,
1864,Serviço Público (tração elétrica),Norte,0.00,3,2018,29/06/2018 00:00:00,
1865,Serviço Público (tração elétrica),Sudeste,378.15,3,2018,29/06/2018 00:00:00,
1866,Serviço Público (tração elétrica),Sul,335.67,3,2018,29/06/2018 00:00:00,
1867,Totais por Região,Brasil,430.19,3,2018,29/06/2018 00:00:00,
1868,Totais por Região,Centro-Oeste,445.69,3,2018,29/06/2018 00:00:00,
1869,Totais por Região,Nordeste,410.55,3,2018,29/06/2018 00:00:00,
1870,Totais por Região,Norte,510.36,3,2018,29/06/2018 00:00:00,
1871,Totais por Região,Sudeste,434.83,3,2018,29/06/2018 00:00:00,
1872,Totais por Região,Sul,407.06,3,2018,29/06/2018 00:00:00,
1873,Comercial e  Serviços e Outras,Brasil,465.94,6,2018,08/01/2019 00:00:00,
1874,Comercial e  Serviços e Outras,Centro-Oeste,481.73,6,2018,08/01/2019 00:00:00,
1875,Comercial e  Serviços e Outras,Nordeste,461.41,6,2018,08/01/2019 00:00:00,
1876,Comercial e  Serviços e Outras,Norte,544.11,6,2018,08/01/2019 00:00:00,
1877,Comercial e  Serviços e Outras,Sudeste,460.95,6,2018,08/01/2019 00:00:00,
1878,Comercial e  Serviços e Outras,Sul,452.22,6,2018,08/01/2019 00:00:00,
1879,Consumo Próprio,Brasil,475.82,6,2018,08/01/2019 00:00:00,
1880,Consumo Próprio,Centro-Oeste,470.04,6,2018,08/01/2019 00:00:00,
1881,Consumo Próprio,Nordeste,468.22,6,2018,08/01/2019 00:00:00,
1882,Consumo Próprio,Norte,510.42,6,2018,08/01/2019 00:00:00,
1883,Consumo Próprio,Sudeste,477.11,6,2018,08/01/2019 00:00:00,
1884,Consumo Próprio,Sul,447.86,6,2018,08/01/2019 00:00:00,
1885,Iluminação Pública,Brasil,277.75,6,2018,08/01/2019 00:00:00,
1886,Iluminação Pública,Centro-Oeste,278.34,6,2018,08/01/2019 00:00:00,
1887,Iluminação Pública,Nordeste,277.04,6,2018,08/01/2019 00:00:00,
1888,Iluminação Pública,Norte,318.00,6,2018,08/01/2019 00:00:00,
1889,Iluminação Pública,Sudeste,278.93,6,2018,08/01/2019 00:00:00,
1890,Iluminação Pública,Sul,259.07,6,2018,08/01/2019 00:00:00,
1891,Industrial,Brasil,419.83,6,2018,08/01/2019 00:00:00,
1892,Industrial,Centro-Oeste,433.15,6,2018,08/01/2019 00:00:00,
1893,Industrial,Nordeste,398.54,6,2018,08/01/2019 00:00:00,
1894,Industrial,Norte,495.52,6,2018,08/01/2019 00:00:00,
1895,Industrial,Sudeste,421.25,6,2018,08/01/2019 00:00:00,
1896,Industrial,Sul,411.79,6,2018,08/01/2019 00:00:00,
1897,Poder Público,Brasil,479.97,6,2018,08/01/2019 00:00:00,
1898,Poder Público,Centro-Oeste,494.81,6,2018,08/01/2019 00:00:00,
1899,Poder Público,Nordeste,471.48,6,2018,08/01/2019 00:00:00,
1900,Poder Público,Norte,542.91,6,2018,08/01/2019 00:00:00,
1901,Poder Público,Sudeste,465.81,6,2018,08/01/2019 00:00:00,
1902,Poder Público,Sul,473.51,6,2018,08/01/2019 00:00:00,
1903,Residencial,Brasil,473.54,6,2018,08/01/2019 00:00:00,
1904,Residencial,Centro-Oeste,494.37,6,2018,08/01/2019 00:00:00,
1905,Residencial,Nordeste,450.86,6,2018,08/01/2019 00:00:00,
1906,Residencial,Norte,539.53,6,2018,08/01/2019 00:00:00,
1907,Residencial,Sudeste,476.32,6,2018,08/01/2019 00:00:00,
1908,Residencial,Sul,456.22,6,2018,08/01/2019 00:00:00,
1909,Rural,Brasil,338.60,6,2018,08/01/2019 00:00:00,
1910,Rural,Centro-Oeste,373.81,6,2018,08/01/2019 00:00:00,
1911,Rural,Nordeste,350.63,6,2018,08/01/2019 00:00:00,
1912,Rural,Norte,388.61,6,2018,08/01/2019 00:00:00,
1913,Rural,Sudeste,336.81,6,2018,08/01/2019 00:00:00,
1914,Rural,Sul,314.04,6,2018,08/01/2019 00:00:00,
1915,Rural Aquicultor,Brasil,239.79,6,2018,08/01/2019 00:00:00,
1916,Rural Aquicultor,Centro-Oeste,251.69,6,2018,08/01/2019 00:00:00,
1917,Rural Aquicultor,Nordeste,235.64,6,2018,08/01/2019 00:00:00,
1918,Rural Aquicultor,Norte,602.40,6,2018,08/01/2019 00:00:00,
1919,Rural Aquicultor,Sudeste,311.47,6,2018,08/01/2019 00:00:00,
1920,Rural Aquicultor,Sul,250.18,6,2018,08/01/2019 00:00:00,
1921,Rural Irrigante,Brasil,287.45,6,2018,08/01/2019 00:00:00,
1922,Rural Irrigante,Centro-Oeste,370.50,6,2018,08/01/2019 00:00:00,
1923,Rural Irrigante,Nordeste,227.60,6,2018,08/01/2019 00:00:00,
1924,Rural Irrigante,Norte,308.96,6,2018,08/01/2019 00:00:00,
1925,Rural Irrigante,Sudeste,332.41,6,2018,08/01/2019 00:00:00,
1926,Rural Irrigante,Sul,282.93,6,2018,08/01/2019 00:00:00,
1927,Serviço Público (água e  esgoto e saneamento),Brasil,360.58,6,2018,08/01/2019 00:00:00,
1928,Serviço Público (água e  esgoto e saneamento),Centro-Oeste,381.29,6,2018,08/01/2019 00:00:00,
1929,Serviço Público (água e  esgoto e saneamento),Nordeste,341.59,6,2018,08/01/2019 00:00:00,
1930,Serviço Público (água e  esgoto e saneamento),Norte,414.44,6,2018,08/01/2019 00:00:00,
1931,Serviço Público (água e  esgoto e saneamento),Sudeste,367.11,6,2018,08/01/2019 00:00:00,
1932,Serviço Público (água e  esgoto e saneamento),Sul,345.17,6,2018,08/01/2019 00:00:00,
1933,Serviço Público (tração elétrica),Brasil,384.75,6,2018,08/01/2019 00:00:00,
1934,Serviço Público (tração elétrica),Centro-Oeste,460.18,6,2018,08/01/2019 00:00:00,
1935,Serviço Público (tração elétrica),Nordeste,343.98,6,2018,08/01/2019 00:00:00,
1936,Serviço Público (tração elétrica),Norte,0.00,6,2018,08/01/2019 00:00:00,
1937,Serviço Público (tração elétrica),Sudeste,385.46,6,2018,08/01/2019 00:00:00,
1938,Serviço Público (tração elétrica),Sul,386.74,6,2018,08/01/2019 00:00:00,
1939,Totais por Região,Brasil,440.81,6,2018,08/01/2019 00:00:00,
1940,Totais por Região,Centro-Oeste,455.84,6,2018,08/01/2019 00:00:00,
1941,Totais por Região,Nordeste,421.45,6,2018,08/01/2019 00:00:00,
1942,Totais por Região,Norte,513.23,6,2018,08/01/2019 00:00:00,
1943,Totais por Região,Sudeste,445.96,6,2018,08/01/2019 00:00:00,
1944,Totais por Região,Sul,417.40,6,2018,08/01/2019 00:00:00,
1945,Comercial e  Serviços e Outras,Brasil,548.72,9,2018,08/01/2019 00:00:00,
1946,Comercial e  Serviços e Outras,Centro-Oeste,531.03,9,2018,08/01/2019 00:00:00,
1947,Comercial e  Serviços e Outras,Nordeste,515.79,9,2018,08/01/2019 00:00:00,
1948,Comercial e  Serviços e Outras,Norte,596.45,9,2018,08/01/2019 00:00:00,
1949,Comercial e  Serviços e Outras,Sudeste,556.25,9,2018,08/01/2019 00:00:00,
1950,Comercial e  Serviços e Outras,Sul,553.52,9,2018,08/01/2019 00:00:00,
1951,Consumo Próprio,Brasil,556.74,9,2018,08/01/2019 00:00:00,
1952,Consumo Próprio,Centro-Oeste,516.35,9,2018,08/01/2019 00:00:00,
1953,Consumo Próprio,Nordeste,528.18,9,2018,08/01/2019 00:00:00,
1954,Consumo Próprio,Norte,607.47,9,2018,08/01/2019 00:00:00,
1955,Consumo Próprio,Sudeste,562.64,9,2018,08/01/2019 00:00:00,
1956,Consumo Próprio,Sul,545.58,9,2018,08/01/2019 00:00:00,
1957,Iluminação Pública,Brasil,338.80,9,2018,08/01/2019 00:00:00,
1958,Iluminação Pública,Centro-Oeste,319.11,9,2018,08/01/2019 00:00:00,
1959,Iluminação Pública,Nordeste,322.53,9,2018,08/01/2019 00:00:00,
1960,Iluminação Pública,Norte,373.18,9,2018,08/01/2019 00:00:00,
1961,Iluminação Pública,Sudeste,354.04,9,2018,08/01/2019 00:00:00,
1962,Iluminação Pública,Sul,322.13,9,2018,08/01/2019 00:00:00,
1963,Industrial,Brasil,489.58,9,2018,08/01/2019 00:00:00,
1964,Industrial,Centro-Oeste,425.06,9,2018,08/01/2019 00:00:00,
1965,Industrial,Nordeste,442.80,9,2018,08/01/2019 00:00:00,
1966,Industrial,Norte,508.58,9,2018,08/01/2019 00:00:00,
1967,Industrial,Sudeste,504.77,9,2018,08/01/2019 00:00:00,
1968,Industrial,Sul,501.34,9,2018,08/01/2019 00:00:00,
1969,Poder Público,Brasil,559.10,9,2018,08/01/2019 00:00:00,
1970,Poder Público,Centro-Oeste,550.09,9,2018,08/01/2019 00:00:00,
1971,Poder Público,Nordeste,532.38,9,2018,08/01/2019 00:00:00,
1972,Poder Público,Norte,582.67,9,2018,08/01/2019 00:00:00,
1973,Poder Público,Sudeste,564.22,9,2018,08/01/2019 00:00:00,
1974,Poder Público,Sul,580.70,9,2018,08/01/2019 00:00:00,
1975,Residencial,Brasil,551.39,9,2018,08/01/2019 00:00:00,
1976,Residencial,Centro-Oeste,541.82,9,2018,08/01/2019 00:00:00,
1977,Residencial,Nordeste,507.24,9,2018,08/01/2019 00:00:00,
1978,Residencial,Norte,600.73,9,2018,08/01/2019 00:00:00,
1979,Residencial,Sudeste,563.29,9,2018,08/01/2019 00:00:00,
1980,Residencial,Sul,554.90,9,2018,08/01/2019 00:00:00,
1981,Rural,Brasil,404.72,9,2018,08/01/2019 00:00:00,
1982,Rural,Centro-Oeste,401.60,9,2018,08/01/2019 00:00:00,
1983,Rural,Nordeste,389.45,9,2018,08/01/2019 00:00:00,
1984,Rural,Norte,437.32,9,2018,08/01/2019 00:00:00,
1985,Rural,Sudeste,420.40,9,2018,08/01/2019 00:00:00,
1986,Rural,Sul,390.86,9,2018,08/01/2019 00:00:00,
1987,Rural Aquicultor,Brasil,319.26,9,2018,08/01/2019 00:00:00,
1988,Rural Aquicultor,Centro-Oeste,235.42,9,2018,08/01/2019 00:00:00,
1989,Rural Aquicultor,Nordeste,317.09,9,2018,08/01/2019 00:00:00,
1990,Rural Aquicultor,Norte,410.23,9,2018,08/01/2019 00:00:00,
1991,Rural Aquicultor,Sudeste,355.02,9,2018,08/01/2019 00:00:00,
1992,Rural Aquicultor,Sul,318.38,9,2018,08/01/2019 00:00:00,
1993,Rural Irrigante,Brasil,318.39,9,2018,08/01/2019 00:00:00,
1994,Rural Irrigante,Centro-Oeste,340.40,9,2018,08/01/2019 00:00:00,
1995,Rural Irrigante,Nordeste,232.77,9,2018,08/01/2019 00:00:00,
1996,Rural Irrigante,Norte,314.04,9,2018,08/01/2019 00:00:00,
1997,Rural Irrigante,Sudeste,371.80,9,2018,08/01/2019 00:00:00,
1998,Rural Irrigante,Sul,471.78,9,2018,08/01/2019 00:00:00,
1999,Serviço Público (água e  esgoto e saneamento),Brasil,425.33,9,2018,08/01/2019 00:00:00,
2000,Serviço Público (água e  esgoto e saneamento),Centro-Oeste,402.85,9,2018,08/01/2019 00:00:00,
2001,Serviço Público (água e  esgoto e saneamento),Nordeste,386.01,9,2018,08/01/2019 00:00:00,
2002,Serviço Público (água e  esgoto e saneamento),Norte,461.76,9,2018,08/01/2019 00:00:00,
2003,Serviço Público (água e  esgoto e saneamento),Sudeste,444.09,9,2018,08/01/2019 00:00:00,
2004,Serviço Público (água e  esgoto e saneamento),Sul,431.35,9,2018,08/01/2019 00:00:00,
2005,Serviço Público (tração elétrica),Brasil,458.71,9,2018,08/01/2019 00:00:00,
2006,Serviço Público (tração elétrica),Centro-Oeste,537.99,9,2018,08/01/2019 00:00:00,
2007,Serviço Público (tração elétrica),Nordeste,362.26,9,2018,08/01/2019 00:00:00,
2008,Serviço Público (tração elétrica),Norte,0.00,9,2018,08/01/2019 00:00:00,
2009,Serviço Público (tração elétrica),Sudeste,465.39,9,2018,08/01/2019 00:00:00,
2010,Serviço Público (tração elétrica),Sul,507.29,9,2018,08/01/2019 00:00:00,
2011,Totais por Região,Brasil,513.42,9,2018,08/01/2019 00:00:00,
2012,Totais por Região,Centro-Oeste,491.21,9,2018,08/01/2019 00:00:00,
2013,Totais por Região,Nordeste,469.31,9,2018,08/01/2019 00:00:00,
2014,Totais por Região,Norte,565.21,9,2018,08/01/2019 00:00:00,
2015,Totais por Região,Sudeste,529.45,9,2018,08/01/2019 00:00:00,
2016,Totais por Região,Sul,431.21,9,2018,08/01/2019 00:00:00,
2088,Comercial e  Serviços e Outras,Centro-Oeste,525.84,12,2018,30/04/2019 00:00:00,
2089,Comercial e  Serviços e Outras,Nordeste,497.97,12,2018,30/04/2019 00:00:00,
2090,Comercial e  Serviços e Outras,Norte,594.24,12,2018,30/04/2019 00:00:00,
2091,Comercial e  Serviços e Outras,Sudeste,519.03,12,2018,30/04/2019 00:00:00,
2092,Comercial e  Serviços e Outras,Sul,512.55,12,2018,30/04/2019 00:00:00,
2093,Consumo Próprio,Brasil,520.95,12,2018,30/04/2019 00:00:00,
2094,Consumo Próprio,Centro-Oeste,526.69,12,2018,30/04/2019 00:00:00,
2095,Consumo Próprio,Nordeste,508.34,12,2018,30/04/2019 00:00:00,
2096,Consumo Próprio,Norte,616.65,12,2018,30/04/2019 00:00:00,
2097,Consumo Próprio,Sudeste,511.91,12,2018,30/04/2019 00:00:00,
2098,Consumo Próprio,Sul,501.80,12,2018,30/04/2019 00:00:00,
2099,Iluminação Pública,Brasil,310.13,12,2018,30/04/2019 00:00:00,
2100,Iluminação Pública,Centro-Oeste,309.12,12,2018,30/04/2019 00:00:00,
2101,Iluminação Pública,Nordeste,299.80,12,2018,30/04/2019 00:00:00,
2102,Iluminação Pública,Norte,350.78,12,2018,30/04/2019 00:00:00,
2103,Iluminação Pública,Sudeste,317.66,12,2018,30/04/2019 00:00:00,
2104,Iluminação Pública,Sul,289.10,12,2018,30/04/2019 00:00:00,
2105,Industrial,Brasil,461.96,12,2018,30/04/2019 00:00:00,
2106,Industrial,Centro-Oeste,425.31,12,2018,30/04/2019 00:00:00,
2107,Industrial,Nordeste,428.28,12,2018,30/04/2019 00:00:00,
2108,Industrial,Norte,491.04,12,2018,30/04/2019 00:00:00,
2109,Industrial,Sudeste,473.59,12,2018,30/04/2019 00:00:00,
2110,Industrial,Sul,464.00,12,2018,30/04/2019 00:00:00,
2111,Poder Público,Brasil,527.55,12,2018,30/04/2019 00:00:00,
2112,Poder Público,Centro-Oeste,539.84,12,2018,30/04/2019 00:00:00,
2113,Poder Público,Nordeste,507.82,12,2018,30/04/2019 00:00:00,
2114,Poder Público,Norte,590.92,12,2018,30/04/2019 00:00:00,
2115,Poder Público,Sudeste,517.92,12,2018,30/04/2019 00:00:00,
2116,Poder Público,Sul,529.81,12,2018,30/04/2019 00:00:00,
2117,Residencial,Brasil,531.09,12,2018,30/04/2019 00:00:00,
2118,Residencial,Centro-Oeste,552.29,12,2018,30/04/2019 00:00:00,
2119,Residencial,Nordeste,497.10,12,2018,30/04/2019 00:00:00,
2120,Residencial,Norte,602.81,12,2018,30/04/2019 00:00:00,
2121,Residencial,Sudeste,535.88,12,2018,30/04/2019 00:00:00,
2122,Residencial,Sul,519.37,12,2018,30/04/2019 00:00:00,
2123,Rural,Brasil,375.87,12,2018,30/04/2019 00:00:00,
2124,Rural,Centro-Oeste,395.18,12,2018,30/04/2019 00:00:00,
2125,Rural,Nordeste,372.73,12,2018,30/04/2019 00:00:00,
2126,Rural,Norte,420.65,12,2018,30/04/2019 00:00:00,
2127,Rural,Sudeste,381.59,12,2018,30/04/2019 00:00:00,
2128,Rural,Sul,355.09,12,2018,30/04/2019 00:00:00,
2129,Rural Aquicultor,Brasil,252.38,12,2018,30/04/2019 00:00:00,
2130,Rural Aquicultor,Centro-Oeste,215.61,12,2018,30/04/2019 00:00:00,
2131,Rural Aquicultor,Nordeste,244.53,12,2018,30/04/2019 00:00:00,
2132,Rural Aquicultor,Norte,502.99,12,2018,30/04/2019 00:00:00,
2133,Rural Aquicultor,Sudeste,346.94,12,2018,30/04/2019 00:00:00,
2134,Rural Aquicultor,Sul,280.24,12,2018,30/04/2019 00:00:00,
2135,Rural Irrigante,Brasil,318.11,12,2018,30/04/2019 00:00:00,
2136,Rural Irrigante,Centro-Oeste,525.77,12,2018,30/04/2019 00:00:00,
2137,Rural Irrigante,Nordeste,239.00,12,2018,30/04/2019 00:00:00,
2138,Rural Irrigante,Norte,379.90,12,2018,30/04/2019 00:00:00,
2139,Rural Irrigante,Sudeste,383.98,12,2018,30/04/2019 00:00:00,
2140,Rural Irrigante,Sul,342.36,12,2018,30/04/2019 00:00:00,
2141,Serviço Público (água e  esgoto e saneamento),Brasil,396.33,12,2018,30/04/2019 00:00:00,
2142,Serviço Público (água e  esgoto e saneamento),Centro-Oeste,405.74,12,2018,30/04/2019 00:00:00,
2143,Serviço Público (água e  esgoto e saneamento),Nordeste,368.57,12,2018,30/04/2019 00:00:00,
2144,Serviço Público (água e  esgoto e saneamento),Norte,446.01,12,2018,30/04/2019 00:00:00,
2145,Serviço Público (água e  esgoto e saneamento),Sudeste,405.56,12,2018,30/04/2019 00:00:00,
2146,Serviço Público (água e  esgoto e saneamento),Sul,392.64,12,2018,30/04/2019 00:00:00,
2147,Serviço Público (tração elétrica),Brasil,425.50,12,2018,30/04/2019 00:00:00,
2148,Serviço Público (tração elétrica),Centro-Oeste,525.58,12,2018,30/04/2019 00:00:00,
2149,Serviço Público (tração elétrica),Nordeste,345.17,12,2018,30/04/2019 00:00:00,
2150,Serviço Público (tração elétrica),Norte,0.00,12,2018,30/04/2019 00:00:00,
2151,Serviço Público (tração elétrica),Sudeste,434.21,12,2018,30/04/2019 00:00:00,
2152,Serviço Público (tração elétrica),Sul,442.19,12,2018,30/04/2019 00:00:00,
2153,Totais por Região,Brasil,490.94,12,2018,30/04/2019 00:00:00,
2154,Totais por Região,Centro-Oeste,499.02,12,2018,30/04/2019 00:00:00,
2155,Totais por Região,Nordeste,457.66,12,2018,30/04/2019 00:00:00,
2156,Totais por Região,Norte,561.67,12,2018,30/04/2019 00:00:00,
2157,Totais por Região,Sudeste,500.85,12,2018,30/04/2019 00:00:00,
2158,Totais por Região,Sul,474.02,12,2018,30/04/2019 00:00:00,
2159,Comercial e  Serviços e Outras,Centro-Oeste,510.44,3,2019,24/07/2019 00:00:00,
2160,Comercial e  Serviços e Outras,Nordeste,496.40,3,2019,24/07/2019 00:00:00,
2161,Comercial e  Serviços e Outras,Norte,610.73,3,2019,24/07/2019 00:00:00,
2162,Comercial e  Serviços e Outras,Sudeste,515.95,3,2019,24/07/2019 00:00:00,
2163,Comercial e  Serviços e Outras,Sul,511.58,3,2019,24/07/2019 00:00:00,
2164,Consumo Próprio,Brasil,528.53,3,2019,24/07/2019 00:00:00,
2165,Consumo Próprio,Centro-Oeste,525.53,3,2019,24/07/2019 00:00:00,
2166,Consumo Próprio,Nordeste,509.75,3,2019,24/07/2019 00:00:00,
2167,Consumo Próprio,Norte,635.82,3,2019,24/07/2019 00:00:00,
2168,Consumo Próprio,Sudeste,523.60,3,2019,24/07/2019 00:00:00,
2169,Consumo Próprio,Sul,501.46,3,2019,24/07/2019 00:00:00,
2170,Iluminação Pública,Brasil,306.00,3,2019,24/07/2019 00:00:00,
2171,Iluminação Pública,Centro-Oeste,307.27,3,2019,24/07/2019 00:00:00,
2172,Iluminação Pública,Nordeste,297.23,3,2019,24/07/2019 00:00:00,
2173,Iluminação Pública,Norte,360.07,3,2019,24/07/2019 00:00:00,
2174,Iluminação Pública,Sudeste,310.32,3,2019,24/07/2019 00:00:00,
2175,Iluminação Pública,Sul,286.01,3,2019,24/07/2019 00:00:00,
2176,Industrial,Brasil,460.30,3,2019,24/07/2019 00:00:00,
2177,Industrial,Centro-Oeste,408.51,3,2019,24/07/2019 00:00:00,
2178,Industrial,Nordeste,419.36,3,2019,24/07/2019 00:00:00,
2179,Industrial,Norte,516.54,3,2019,24/07/2019 00:00:00,
2180,Industrial,Sudeste,473.14,3,2019,24/07/2019 00:00:00,
2181,Industrial,Sul,459.93,3,2019,24/07/2019 00:00:00,
2182,Poder Público,Brasil,524.13,3,2019,24/07/2019 00:00:00,
2183,Poder Público,Centro-Oeste,533.95,3,2019,24/07/2019 00:00:00,
2184,Poder Público,Nordeste,491.78,3,2019,24/07/2019 00:00:00,
2185,Poder Público,Norte,602.51,3,2019,24/07/2019 00:00:00,
2186,Poder Público,Sudeste,518.42,3,2019,24/07/2019 00:00:00,
2187,Poder Público,Sul,525.55,3,2019,24/07/2019 00:00:00,
2188,Residencial,Brasil,531.22,3,2019,24/07/2019 00:00:00,
2189,Residencial,Centro-Oeste,550.68,3,2019,24/07/2019 00:00:00,
2190,Residencial,Nordeste,496.29,3,2019,24/07/2019 00:00:00,
2191,Residencial,Norte,626.11,3,2019,24/07/2019 00:00:00,
2192,Residencial,Sudeste,535.85,3,2019,24/07/2019 00:00:00,
2193,Residencial,Sul,516.89,3,2019,24/07/2019 00:00:00,
2194,Rural,Brasil,382.04,3,2019,24/07/2019 00:00:00,
2195,Rural,Centro-Oeste,393.29,3,2019,24/07/2019 00:00:00,
2196,Rural,Nordeste,373.71,3,2019,24/07/2019 00:00:00,
2197,Rural,Norte,453.23,3,2019,24/07/2019 00:00:00,
2198,Rural,Sudeste,391.04,3,2019,24/07/2019 00:00:00,
2199,Rural,Sul,361.30,3,2019,24/07/2019 00:00:00,
2200,Rural Aquicultor,Brasil,259.19,3,2019,24/07/2019 00:00:00,
2201,Rural Aquicultor,Centro-Oeste,285.21,3,2019,24/07/2019 00:00:00,
2202,Rural Aquicultor,Nordeste,247.74,3,2019,24/07/2019 00:00:00,
2203,Rural Aquicultor,Norte,478.77,3,2019,24/07/2019 00:00:00,
2204,Rural Aquicultor,Sudeste,370.09,3,2019,24/07/2019 00:00:00,
2205,Rural Aquicultor,Sul,299.55,3,2019,24/07/2019 00:00:00,
2206,Rural Irrigante,Brasil,298.51,3,2019,24/07/2019 00:00:00,
2207,Rural Irrigante,Centro-Oeste,430.80,3,2019,24/07/2019 00:00:00,
2208,Rural Irrigante,Nordeste,244.32,3,2019,24/07/2019 00:00:00,
2209,Rural Irrigante,Norte,377.98,3,2019,24/07/2019 00:00:00,
2210,Rural Irrigante,Sudeste,299.32,3,2019,24/07/2019 00:00:00,
